index,Latitude,Longitude,Time,Rain,Sea_Level_Pressure,Temperature,Time_Index
96401,30.0,77.5,1999-03-06,0.0,101005.0,291.9,64
148207,27.5,72.5,1999-03-06,0.0,100755.0,294.49,64
407687,27.5,78.75,1999-03-06,0.0,100755.0,294.7,64
615151,23.80920029,78.75,1999-03-06,0.0,100755.0,292.7,64
200013,27.5,77.5,1999-03-06,0.0,100735.0,294.05,64
174110,27.5,75.0,1999-03-06,0.0,100617.0,293.49,64
329888,30.0,69.375,1999-03-06,0.0,100617.0,291.8,64
511419,23.80920029,70.0,1999-03-06,0.0,100617.0,297.8,64
433620,25.0,69.375,1999-03-06,0.0,100617.0,298.4,64
44595,30.0,72.5,1999-03-06,0.0,100710.0,295.8,64
459553,25.0,78.75,1999-03-06,0.0,100710.0,293.99,64
485486,23.80920029,69.375,1999-03-06,0.0,100710.0,298.49,64
44596,30.0,72.5,1999-03-07,0.0,100745.0,295.8,65
70499,30.0,75.0,1999-03-07,1.2534775733947754,100925.0,295.14,65
277723,25.0,75.0,1999-03-07,0.0,100965.0,293.99,65
303626,25.0,77.5,1999-03-07,0.0,100705.0,293.2,65
355822,30.0,78.75,1999-03-07,0.0,100705.0,284.4,65
329889,30.0,69.375,1999-03-07,0.0,100705.0,291.75,65
200014,27.5,77.5,1999-03-07,0.0,100792.0,294.09998,65
589219,23.80920029,77.5,1999-03-07,0.0,100792.0,293.7,65
122305,27.5,70.0,1999-03-07,0.0,100820.0,295.9,65
485487,23.80920029,69.375,1999-03-07,0.0,100820.0,298.55,65
433621,25.0,69.375,1999-03-07,0.0,100820.0,298.4,65
459554,25.0,78.75,1999-03-07,0.0,100820.0,293.99,65
511420,23.80920029,70.0,1999-03-07,0.0,100820.0,297.8,65
148208,27.5,72.5,1999-03-07,0.0,100717.0,294.49,65
537353,23.80920029,72.5,1999-03-07,0.0,100717.0,296.7,65
563286,23.80920029,75.0,1999-03-07,0.0,100717.0,295.3,65
96402,30.0,77.5,1999-03-07,0.0,101192.0,291.9,65
225917,25.0,70.0,1999-03-07,0.0,100825.0,298.25,65
251820,25.0,72.5,1999-03-07,0.0,100962.0,296.49,65
174111,27.5,75.0,1999-03-07,0.0,100607.0,293.55,65
18693,30.0,70.0,1999-03-07,0.0,100725.0,294.4,65
615152,23.80920029,78.75,1999-03-07,0.0,100725.0,292.7,65
381755,27.5,69.375,1999-03-07,0.0,100725.0,295.4,65
407688,27.5,78.75,1999-03-07,0.0,100725.0,294.7,65
303627,25.0,77.5,1999-03-08,0.0,100510.0,293.2,66
355823,30.0,78.75,1999-03-08,0.6767816543579102,100510.0,284.41998,66
70500,30.0,75.0,1999-03-08,2.205694913864136,100582.0,295.2,66
277724,25.0,75.0,1999-03-08,0.0,100780.0,294.07,66
459555,25.0,78.75,1999-03-08,0.0,100780.0,293.99,66
44597,30.0,72.5,1999-03-08,0.0,100495.0,295.8,66
511421,23.80920029,70.0,1999-03-08,0.0,100495.0,297.8,66
18694,30.0,70.0,1999-03-08,0.0,100695.0,294.4,66
537354,23.80920029,72.5,1999-03-08,0.0,100695.0,296.7,66
563287,23.80920029,75.0,1999-03-08,0.0,100695.0,295.3,66
251821,25.0,72.5,1999-03-08,0.0,100787.0,296.49,66
381756,27.5,69.375,1999-03-08,0.0,100787.0,295.4,66
148209,27.5,72.5,1999-03-08,0.0,100522.0,294.49,66
96403,30.0,77.5,1999-03-08,0.0,100855.0,291.9,66
122306,27.5,70.0,1999-03-08,0.0,100785.0,295.9,66
200015,27.5,77.5,1999-03-08,0.0,100485.0,294.09998,66
329890,30.0,69.375,1999-03-08,0.0,100485.0,291.7,66
407689,27.5,78.75,1999-03-08,0.0,100485.0,294.7,66
225918,25.0,70.0,1999-03-08,0.0,100730.0,298.3,66
615153,23.80920029,78.75,1999-03-08,0.0,100730.0,292.77002,66
433622,25.0,69.375,1999-03-08,0.0,100730.0,298.4,66
589220,23.80920029,77.5,1999-03-08,0.0,100730.0,293.72,66
174112,27.5,75.0,1999-03-08,0.0,100320.0,293.59998,66
485488,23.80920029,69.375,1999-03-08,0.0,100320.0,298.59998,66
122307,27.5,70.0,1999-03-09,0.0,101030.0,295.9,67
381757,27.5,69.375,1999-03-09,0.0,101030.0,295.4,67
511422,23.80920029,70.0,1999-03-09,0.0,101030.0,297.8,67
44598,30.0,72.5,1999-03-09,0.0,100982.0,295.8,67
563288,23.80920029,75.0,1999-03-09,0.0,100982.0,295.3,67
433623,25.0,69.375,1999-03-09,0.0,100982.0,298.4,67
589221,23.80920029,77.5,1999-03-09,0.0,100982.0,293.8,67
277725,25.0,75.0,1999-03-09,0.0,100892.0,294.09998,67
200016,27.5,77.5,1999-03-09,0.0,100627.0,294.09998,67
251822,25.0,72.5,1999-03-09,0.0,100925.0,296.49,67
407690,27.5,78.75,1999-03-09,0.0,100925.0,294.75,67
537355,23.80920029,72.5,1999-03-09,0.0,100925.0,296.7,67
70501,30.0,75.0,1999-03-09,0.0,100997.0,295.2,67
174113,27.5,75.0,1999-03-09,0.0,100637.0,293.59998,67
485489,23.80920029,69.375,1999-03-09,0.0,100637.0,298.59998,67
225919,25.0,70.0,1999-03-09,0.0,100872.0,298.2,67
615154,23.80920029,78.75,1999-03-09,0.0,100872.0,292.8,67
18695,30.0,70.0,1999-03-09,0.0,101017.0,294.37,67
96404,30.0,77.5,1999-03-09,0.6457327008247375,100975.0,291.9,67
303628,25.0,77.5,1999-03-09,0.0,100637.0,293.3,67
355824,30.0,78.75,1999-03-09,0.0,100637.0,284.49,67
148210,27.5,72.5,1999-03-09,0.0,100875.0,294.49,67
459556,25.0,78.75,1999-03-09,0.0,100875.0,294.07,67
329891,30.0,69.375,1999-03-09,0.0,100875.0,291.7,67
277726,25.0,75.0,1999-03-10,0.0,100940.0,294.09998,68
148211,27.5,72.5,1999-03-10,0.0,100855.0,294.49,68
433624,25.0,69.375,1999-03-10,0.0,100855.0,298.4,68
615155,23.80920029,78.75,1999-03-10,0.0,100855.0,292.8,68
485490,23.80920029,69.375,1999-03-10,0.0,100855.0,298.55,68
589222,23.80920029,77.5,1999-03-10,0.0,100855.0,293.8,68
381758,27.5,69.375,1999-03-10,0.0,100855.0,295.4,68
537356,23.80920029,72.5,1999-03-10,0.0,100855.0,296.7,68
174114,27.5,75.0,1999-03-10,0.0,100717.0,293.59998,68
122308,27.5,70.0,1999-03-10,0.0,101017.0,295.87,68
18696,30.0,70.0,1999-03-10,0.0,101055.0,294.3,68
96405,30.0,77.5,1999-03-10,0.0,101052.0,291.9,68
251823,25.0,72.5,1999-03-10,0.0,100917.0,296.49,68
459557,25.0,78.75,1999-03-10,0.0,100917.0,294.09998,68
70502,30.0,75.0,1999-03-10,0.0,101032.0,295.2,68
511423,23.80920029,70.0,1999-03-10,0.0,101032.0,297.8,68
563289,23.80920029,75.0,1999-03-10,0.0,101032.0,295.3,68
407691,27.5,78.75,1999-03-10,0.0,101032.0,294.8,68
225920,25.0,70.0,1999-03-10,0.0,100852.0,298.2,68
355825,30.0,78.75,1999-03-10,0.0,100852.0,284.49,68
303629,25.0,77.5,1999-03-10,0.0,100747.0,293.3,68
329892,30.0,69.375,1999-03-10,0.0,100747.0,291.62,68
44599,30.0,72.5,1999-03-10,0.0,100980.0,295.8,68
200017,27.5,77.5,1999-03-10,0.0,100800.0,294.09998,68
537357,23.80920029,72.5,1999-03-11,0.0,100800.0,296.7,69
615156,23.80920029,78.75,1999-03-11,0.0,100800.0,292.8,69
459558,25.0,78.75,1999-03-11,0.0,100800.0,294.09998,69
355826,30.0,78.75,1999-03-11,0.0,100800.0,284.49,69
18697,30.0,70.0,1999-03-11,0.0,101097.0,294.3,69
329893,30.0,69.375,1999-03-11,0.0,101097.0,291.59998,69
96406,30.0,77.5,1999-03-11,0.0,101140.0,291.9,69
225921,25.0,70.0,1999-03-11,0.0,100967.0,298.2,69
485491,23.80920029,69.375,1999-03-11,0.0,100967.0,298.57,69
303630,25.0,77.5,1999-03-11,0.0,100687.0,293.3,69
70503,30.0,75.0,1999-03-11,0.0,101080.0,295.2,69
148212,27.5,72.5,1999-03-11,0.0,100905.0,294.49,69
511424,23.80920029,70.0,1999-03-11,0.0,100905.0,297.8,69
407692,27.5,78.75,1999-03-11,0.0,100905.0,294.8,69
174115,27.5,75.0,1999-03-11,0.0,100737.0,293.59998,69
381759,27.5,69.375,1999-03-11,0.0,100737.0,295.3,69
44600,30.0,72.5,1999-03-11,0.0,101007.0,295.8,69
200018,27.5,77.5,1999-03-11,0.0,100850.0,294.09998,69
277727,25.0,75.0,1999-03-11,0.0,100905.0,294.09998,69
433625,25.0,69.375,1999-03-11,0.0,100905.0,298.4,69
251824,25.0,72.5,1999-03-11,0.0,100962.0,296.49,69
589223,23.80920029,77.5,1999-03-11,0.0,100962.0,293.8,69
122309,27.5,70.0,1999-03-11,0.0,101135.0,295.8,69
563290,23.80920029,75.0,1999-03-11,0.0,101135.0,295.34998,69
122310,27.5,70.0,1999-03-12,0.0,101125.0,295.8,70
485492,23.80920029,69.375,1999-03-12,0.0,101125.0,298.49,70
174116,27.5,75.0,1999-03-12,0.0,100767.0,293.59998,70
303631,25.0,77.5,1999-03-12,0.0,100732.0,293.3,70
200019,27.5,77.5,1999-03-12,0.0,100927.0,294.09998,70
96407,30.0,77.5,1999-03-12,0.0,101160.0,291.9,70
70504,30.0,75.0,1999-03-12,0.0,101147.0,295.2,70
225922,25.0,70.0,1999-03-12,0.0,100945.0,298.2,70
355827,30.0,78.75,1999-03-12,0.0,100945.0,284.49,70
381760,27.5,69.375,1999-03-12,0.0,100945.0,295.3,70
251825,25.0,72.5,1999-03-12,0.0,100945.0,296.49,70
433626,25.0,69.375,1999-03-12,0.0,100945.0,298.32,70
44601,30.0,72.5,1999-03-12,0.0,101045.0,295.8,70
148213,27.5,72.5,1999-03-12,0.0,100902.0,294.49,70
277728,25.0,75.0,1999-03-12,0.0,100905.0,294.09998,70
615157,23.80920029,78.75,1999-03-12,0.0,100905.0,292.8,70
589224,23.80920029,77.5,1999-03-12,0.0,100905.0,293.8,70
537358,23.80920029,72.5,1999-03-12,0.0,100905.0,296.77002,70
459559,25.0,78.75,1999-03-12,0.0,100905.0,294.09998,70
329894,30.0,69.375,1999-03-12,0.0,100905.0,291.59998,70
407693,27.5,78.75,1999-03-12,0.0,100905.0,294.8,70
18698,30.0,70.0,1999-03-12,0.0,101105.0,294.3,70
563291,23.80920029,75.0,1999-03-12,0.0,101105.0,295.4,70
511425,23.80920029,70.0,1999-03-12,0.0,101105.0,297.8,70
433627,25.0,69.375,1999-03-13,0.0,101105.0,298.3,71
459560,25.0,78.75,1999-03-13,0.0,101105.0,294.09998,71
174117,27.5,75.0,1999-03-13,0.0,101205.0,293.59998,71
615158,23.80920029,78.75,1999-03-13,0.0,101205.0,292.8,71
200020,27.5,77.5,1999-03-13,0.0,101295.0,294.09998,71
251826,25.0,72.5,1999-03-13,0.0,101147.0,296.49,71
303632,25.0,77.5,1999-03-13,0.0,101097.0,293.3,71
122311,27.5,70.0,1999-03-13,0.0,101395.0,295.8,71
44602,30.0,72.5,1999-03-13,0.0,101457.0,295.8,71
485493,23.80920029,69.375,1999-03-13,0.0,101457.0,298.49,71
381761,27.5,69.375,1999-03-13,0.0,101457.0,295.3,71
563292,23.80920029,75.0,1999-03-13,0.0,101457.0,295.4,71
511426,23.80920029,70.0,1999-03-13,0.0,101457.0,297.8,71
407694,27.5,78.75,1999-03-13,0.0,101457.0,294.8,71
277729,25.0,75.0,1999-03-13,0.0,101202.0,294.09998,71
355828,30.0,78.75,1999-03-13,0.0,101202.0,284.49,71
18699,30.0,70.0,1999-03-13,0.0,101470.0,294.3,71
589225,23.80920029,77.5,1999-03-13,0.0,101470.0,293.8,71
329895,30.0,69.375,1999-03-13,0.0,101470.0,291.49,71
537359,23.80920029,72.5,1999-03-13,0.0,101470.0,296.8,71
225923,25.0,70.0,1999-03-13,0.0,101107.0,298.2,71
148214,27.5,72.5,1999-03-13,0.0,101287.0,294.49,71
96408,30.0,77.5,1999-03-13,0.0,101407.0,291.9,71
70505,30.0,75.0,1999-03-13,0.0,101517.0,295.16998,71
407695,27.5,78.75,1999-03-14,0.0,101517.0,294.8,72
225924,25.0,70.0,1999-03-14,0.0,101092.0,298.2,72
459561,25.0,78.75,1999-03-14,0.0,101092.0,294.09998,72
511427,23.80920029,70.0,1999-03-14,0.0,101092.0,297.8,72
563293,23.80920029,75.0,1999-03-14,0.0,101092.0,295.4,72
70506,30.0,75.0,1999-03-14,0.0,101245.0,295.09998,72
329896,30.0,69.375,1999-03-14,0.0,101245.0,291.49,72
44603,30.0,72.5,1999-03-14,0.0,101172.0,295.77002,72
485494,23.80920029,69.375,1999-03-14,0.0,101172.0,298.49,72
200021,27.5,77.5,1999-03-14,0.0,101170.0,294.09998,72
174118,27.5,75.0,1999-03-14,0.0,101110.0,293.59998,72
96409,30.0,77.5,1999-03-14,0.0,101255.0,291.9,72
148215,27.5,72.5,1999-03-14,0.0,101165.0,294.49,72
537360,23.80920029,72.5,1999-03-14,0.0,101165.0,296.8,72
615159,23.80920029,78.75,1999-03-14,0.0,101165.0,292.87,72
433628,25.0,69.375,1999-03-14,0.0,101165.0,298.3,72
355829,30.0,78.75,1999-03-14,0.0,101165.0,284.49,72
18700,30.0,70.0,1999-03-14,0.0,101137.0,294.3,72
277730,25.0,75.0,1999-03-14,0.0,101310.0,294.09998,72
303633,25.0,77.5,1999-03-14,0.0,101197.0,293.3,72
251827,25.0,72.5,1999-03-14,0.0,101192.0,296.49,72
381762,27.5,69.375,1999-03-14,0.0,101192.0,295.3,72
122312,27.5,70.0,1999-03-14,0.0,101230.0,295.8,72
589226,23.80920029,77.5,1999-03-14,0.0,101230.0,293.8,72
277731,25.0,75.0,1999-03-15,0.0,101132.0,294.09998,73
329897,30.0,69.375,1999-03-15,0.0,101132.0,291.49,73
485495,23.80920029,69.375,1999-03-15,0.0,101132.0,298.49,73
70507,30.0,75.0,1999-03-15,0.0,101087.0,295.09998,73
511428,23.80920029,70.0,1999-03-15,0.0,101087.0,297.8,73
589227,23.80920029,77.5,1999-03-15,0.0,101087.0,293.8,73
18701,30.0,70.0,1999-03-15,0.0,100880.0,294.3,73
381763,27.5,69.375,1999-03-15,0.0,100880.0,295.3,73
303634,25.0,77.5,1999-03-15,0.0,100990.0,293.3,73
200022,27.5,77.5,1999-03-15,0.0,101032.0,294.09998,73
615160,23.80920029,78.75,1999-03-15,0.0,101032.0,292.9,73
251828,25.0,72.5,1999-03-15,0.0,101065.0,296.49,73
174119,27.5,75.0,1999-03-15,0.0,100912.0,293.59998,73
563294,23.80920029,75.0,1999-03-15,0.0,100912.0,295.4,73
537361,23.80920029,72.5,1999-03-15,0.0,100912.0,296.8,73
96410,30.0,77.5,1999-03-15,0.0,101230.0,291.9,73
122313,27.5,70.0,1999-03-15,0.0,101042.0,295.8,73
433629,25.0,69.375,1999-03-15,0.0,101042.0,298.3,73
44604,30.0,72.5,1999-03-15,0.0,100932.0,295.7,73
459562,25.0,78.75,1999-03-15,0.0,100932.0,294.09998,73
407696,27.5,78.75,1999-03-15,0.0,100932.0,294.8,73
225925,25.0,70.0,1999-03-15,0.0,100990.0,298.2,73
148216,27.5,72.5,1999-03-15,0.0,100980.0,294.49,73
355830,30.0,78.75,1999-03-15,0.0,100980.0,284.49,73
44605,30.0,72.5,1999-03-16,0.0,100480.0,295.7,74
329898,30.0,69.375,1999-03-16,0.0,100480.0,291.49,74
511429,23.80920029,70.0,1999-03-16,0.0,100480.0,297.8,74
225926,25.0,70.0,1999-03-16,0.0,100582.0,298.2,74
589228,23.80920029,77.5,1999-03-16,0.0,100582.0,293.82,74
18702,30.0,70.0,1999-03-16,0.0,100427.0,294.2,74
381764,27.5,69.375,1999-03-16,0.0,100427.0,295.3,74
148217,27.5,72.5,1999-03-16,0.0,100420.0,294.45,74
303635,25.0,77.5,1999-03-16,0.0,100520.0,293.3,74
615161,23.80920029,78.75,1999-03-16,0.0,100520.0,292.9,74
122314,27.5,70.0,1999-03-16,0.0,100417.0,295.8,74
355831,30.0,78.75,1999-03-16,0.0,100417.0,284.52002,74
277732,25.0,75.0,1999-03-16,0.0,100735.0,294.09998,74
70508,30.0,75.0,1999-03-16,0.0,100682.0,295.09998,74
251829,25.0,72.5,1999-03-16,0.0,100712.0,296.49,74
407697,27.5,78.75,1999-03-16,0.0,100712.0,294.8,74
485496,23.80920029,69.375,1999-03-16,0.0,100712.0,298.49,74
433630,25.0,69.375,1999-03-16,0.0,100712.0,298.3,74
459563,25.0,78.75,1999-03-16,0.0,100712.0,294.09998,74
537362,23.80920029,72.5,1999-03-16,0.0,100712.0,296.8,74
200023,27.5,77.5,1999-03-16,0.0,100615.0,294.16998,74
174120,27.5,75.0,1999-03-16,0.0,100430.0,293.59998,74
563295,23.80920029,75.0,1999-03-16,0.0,100430.0,295.4,74
96411,30.0,77.5,1999-03-16,0.0,100902.0,291.9,74
200024,27.5,77.5,1999-03-17,0.0,100302.0,294.16998,75
148218,27.5,72.5,1999-03-17,0.0,100347.0,294.47,75
485497,23.80920029,69.375,1999-03-17,0.0,100347.0,298.55,75
18703,30.0,70.0,1999-03-17,0.0,100457.0,294.2,75
355832,30.0,78.75,1999-03-17,0.0,100457.0,284.59998,75
589229,23.80920029,77.5,1999-03-17,0.0,100457.0,293.9,75
381765,27.5,69.375,1999-03-17,0.0,100457.0,295.3,75
303636,25.0,77.5,1999-03-17,0.0,100410.0,293.3,75
407698,27.5,78.75,1999-03-17,0.0,100410.0,294.8,75
563296,23.80920029,75.0,1999-03-17,0.0,100410.0,295.41998,75
329899,30.0,69.375,1999-03-17,0.0,100410.0,291.49,75
433631,25.0,69.375,1999-03-17,0.0,100410.0,298.3,75
459564,25.0,78.75,1999-03-17,0.0,100410.0,294.09998,75
44606,30.0,72.5,1999-03-17,0.0,100160.0,295.7,75
225927,25.0,70.0,1999-03-17,0.0,100642.0,298.2,75
251830,25.0,72.5,1999-03-17,0.0,100680.0,296.49,75
277733,25.0,75.0,1999-03-17,0.0,100670.0,294.09998,75
96412,30.0,77.5,1999-03-17,0.0,100705.0,291.9,75
511430,23.80920029,70.0,1999-03-17,0.0,100705.0,297.82,75
537363,23.80920029,72.5,1999-03-17,0.0,100705.0,296.8,75
122315,27.5,70.0,1999-03-17,0.0,100650.0,295.8,75
615162,23.80920029,78.75,1999-03-17,0.0,100650.0,292.9,75
174121,27.5,75.0,1999-03-17,0.0,100142.0,293.59998,75
70509,30.0,75.0,1999-03-17,0.0,100300.0,295.16998,75
615163,23.80920029,78.75,1999-03-18,0.0,100300.0,292.9,76
148219,27.5,72.5,1999-03-18,0.0,100865.0,294.49,76
251831,25.0,72.5,1999-03-18,0.0,100947.0,296.49,76
18704,30.0,70.0,1999-03-18,0.0,101012.0,294.2,76
485498,23.80920029,69.375,1999-03-18,0.0,101012.0,298.59998,76
381766,27.5,69.375,1999-03-18,0.0,101012.0,295.3,76
537364,23.80920029,72.5,1999-03-18,0.0,101012.0,296.8,76
303637,25.0,77.5,1999-03-18,0.0,100707.0,293.37,76
70510,30.0,75.0,1999-03-18,0.0,100910.0,295.2,76
122316,27.5,70.0,1999-03-18,0.0,101035.0,295.8,76
277734,25.0,75.0,1999-03-18,0.0,100947.0,294.16998,76
459565,25.0,78.75,1999-03-18,0.0,100947.0,294.16998,76
563297,23.80920029,75.0,1999-03-18,0.0,100947.0,295.49,76
200025,27.5,77.5,1999-03-18,0.0,100660.0,294.2,76
355833,30.0,78.75,1999-03-18,0.0,100660.0,284.59998,76
44607,30.0,72.5,1999-03-18,0.0,100887.0,295.7,76
407699,27.5,78.75,1999-03-18,0.0,100887.0,294.8,76
96413,30.0,77.5,1999-03-18,0.0,101027.0,291.97,76
433632,25.0,69.375,1999-03-18,0.0,101027.0,298.3,76
589230,23.80920029,77.5,1999-03-18,0.0,101027.0,293.9,76
329900,30.0,69.375,1999-03-18,0.0,101027.0,291.49,76
174122,27.5,75.0,1999-03-18,0.0,100622.0,293.59998,76
225928,25.0,70.0,1999-03-18,0.0,100882.0,298.2,76
511431,23.80920029,70.0,1999-03-18,0.0,100882.0,297.87,76
225929,25.0,70.0,1999-03-19,0.0,101040.0,298.2,77
303638,25.0,77.5,1999-03-19,0.0,100785.0,293.4,77
407700,27.5,78.75,1999-03-19,0.0,100785.0,294.82,77
329901,30.0,69.375,1999-03-19,0.0,100785.0,291.49,77
459566,25.0,78.75,1999-03-19,0.0,100785.0,294.2,77
200026,27.5,77.5,1999-03-19,0.0,100902.0,294.2,77
355834,30.0,78.75,1999-03-19,0.0,100902.0,284.59998,77
511432,23.80920029,70.0,1999-03-19,0.0,100902.0,297.9,77
381767,27.5,69.375,1999-03-19,0.0,100902.0,295.3,77
277735,25.0,75.0,1999-03-19,0.0,100995.0,294.2,77
122317,27.5,70.0,1999-03-19,0.0,101162.0,295.8,77
537365,23.80920029,72.5,1999-03-19,0.0,101162.0,296.8,77
70511,30.0,75.0,1999-03-19,0.0,101095.0,295.2,77
174123,27.5,75.0,1999-03-19,0.0,100790.0,293.59998,77
251832,25.0,72.5,1999-03-19,0.0,101065.0,296.49,77
96414,30.0,77.5,1999-03-19,0.0,101255.0,291.99,77
433633,25.0,69.375,1999-03-19,0.0,101255.0,298.3,77
615164,23.80920029,78.75,1999-03-19,0.0,101255.0,292.9,77
589231,23.80920029,77.5,1999-03-19,0.0,101255.0,293.9,77
44608,30.0,72.5,1999-03-19,0.0,101002.0,295.7,77
563298,23.80920029,75.0,1999-03-19,0.0,101002.0,295.49,77
18705,30.0,70.0,1999-03-19,0.0,101090.0,294.2,77
485499,23.80920029,69.375,1999-03-19,0.0,101090.0,298.59998,77
148220,27.5,72.5,1999-03-19,0.0,100945.0,294.49,77
355835,30.0,78.75,1999-03-20,0.0,100945.0,284.59998,78
537366,23.80920029,72.5,1999-03-20,0.0,100945.0,296.8,78
18706,30.0,70.0,1999-03-20,0.0,101240.0,294.2,78
148221,27.5,72.5,1999-03-20,0.0,101030.0,294.49,78
407701,27.5,78.75,1999-03-20,0.0,101030.0,294.9,78
200027,27.5,77.5,1999-03-20,0.0,100902.0,294.2,78
70512,30.0,75.0,1999-03-20,0.0,101115.0,295.2,78
303639,25.0,77.5,1999-03-20,0.0,100805.0,293.4,78
225930,25.0,70.0,1999-03-20,0.0,101157.0,298.2,78
174124,27.5,75.0,1999-03-20,0.0,100785.0,293.59998,78
122318,27.5,70.0,1999-03-20,0.0,101307.0,295.8,78
459567,25.0,78.75,1999-03-20,0.0,101307.0,294.2,78
329902,30.0,69.375,1999-03-20,0.0,101307.0,291.49,78
277736,25.0,75.0,1999-03-20,0.0,101047.0,294.2,78
563299,23.80920029,75.0,1999-03-20,0.0,101047.0,295.49,78
96415,30.0,77.5,1999-03-20,0.0,101245.0,291.99,78
589232,23.80920029,77.5,1999-03-20,0.0,101245.0,293.9,78
381768,27.5,69.375,1999-03-20,0.0,101245.0,295.3,78
511433,23.80920029,70.0,1999-03-20,0.0,101245.0,297.9,78
485500,23.80920029,69.375,1999-03-20,0.0,101245.0,298.59998,78
44609,30.0,72.5,1999-03-20,0.0,101070.0,295.7,78
433634,25.0,69.375,1999-03-20,0.0,101070.0,298.3,78
251833,25.0,72.5,1999-03-20,0.0,101145.0,296.49,78
615165,23.80920029,78.75,1999-03-20,0.0,101145.0,292.95,78
277737,25.0,75.0,1999-03-21,0.0,101212.0,294.2,79
329903,30.0,69.375,1999-03-21,0.0,101212.0,291.47,79
44610,30.0,72.5,1999-03-21,0.0,101205.0,295.7,79
148222,27.5,72.5,1999-03-21,0.0,101235.0,294.4,79
200028,27.5,77.5,1999-03-21,0.0,100977.0,294.2,79
511434,23.80920029,70.0,1999-03-21,0.0,100977.0,297.9,79
122319,27.5,70.0,1999-03-21,0.0,101377.0,295.77002,79
615166,23.80920029,78.75,1999-03-21,0.0,101377.0,292.97,79
459568,25.0,78.75,1999-03-21,0.0,101377.0,294.2,79
485501,23.80920029,69.375,1999-03-21,0.0,101377.0,298.57,79
18707,30.0,70.0,1999-03-21,0.0,101280.0,294.2,79
96416,30.0,77.5,1999-03-21,0.0,101185.0,291.99,79
563300,23.80920029,75.0,1999-03-21,0.0,101185.0,295.49,79
251834,25.0,72.5,1999-03-21,0.0,101262.0,296.49,79
381769,27.5,69.375,1999-03-21,0.0,101262.0,295.3,79
589233,23.80920029,77.5,1999-03-21,0.0,101262.0,293.9,79
537367,23.80920029,72.5,1999-03-21,0.0,101262.0,296.8,79
433635,25.0,69.375,1999-03-21,0.0,101262.0,298.3,79
225931,25.0,70.0,1999-03-21,0.0,101242.0,298.2,79
174125,27.5,75.0,1999-03-21,0.0,101042.0,293.59998,79
303640,25.0,77.5,1999-03-21,0.0,100957.0,293.4,79
70513,30.0,75.0,1999-03-21,0.0,101202.0,295.16998,79
407702,27.5,78.75,1999-03-21,0.0,101202.0,294.9,79
355836,30.0,78.75,1999-03-21,0.0,101202.0,284.59998,79
433636,25.0,69.375,1999-03-22,0.0,101202.0,298.3,80
277738,25.0,75.0,1999-03-22,0.0,101177.0,294.2,80
174126,27.5,75.0,1999-03-22,0.0,100942.0,293.59998,80
148223,27.5,72.5,1999-03-22,0.0,100957.0,294.4,80
329904,30.0,69.375,1999-03-22,0.0,100957.0,291.45,80
355837,30.0,78.75,1999-03-22,0.0,100957.0,284.59998,80
251835,25.0,72.5,1999-03-22,0.0,101110.0,296.49,80
537368,23.80920029,72.5,1999-03-22,0.0,101110.0,296.8,80
96417,30.0,77.5,1999-03-22,0.0,101162.0,291.99,80
122320,27.5,70.0,1999-03-22,0.0,101025.0,295.7,80
70514,30.0,75.0,1999-03-22,0.0,101140.0,295.09998,80
615167,23.80920029,78.75,1999-03-22,0.0,101140.0,292.99,80
18708,30.0,70.0,1999-03-22,0.0,100865.0,294.2,80
485502,23.80920029,69.375,1999-03-22,0.0,100865.0,298.49,80
381770,27.5,69.375,1999-03-22,0.0,100865.0,295.3,80
589234,23.80920029,77.5,1999-03-22,0.0,100865.0,293.9,80
44611,30.0,72.5,1999-03-22,0.0,100947.0,295.7,80
563301,23.80920029,75.0,1999-03-22,0.0,100947.0,295.49,80
459569,25.0,78.75,1999-03-22,0.0,100947.0,294.2,80
511435,23.80920029,70.0,1999-03-22,0.0,100947.0,297.87,80
225932,25.0,70.0,1999-03-22,0.0,101032.0,298.2,80
303641,25.0,77.5,1999-03-22,0.0,101050.0,293.4,80
407703,27.5,78.75,1999-03-22,0.0,101050.0,294.9,80
200029,27.5,77.5,1999-03-22,0.0,101065.0,294.2,80
407704,27.5,78.75,1999-03-23,0.0,101065.0,294.9,81
200030,27.5,77.5,1999-03-23,0.0,100997.0,294.2,81
18709,30.0,70.0,1999-03-23,0.0,100882.0,294.2,81
537369,23.80920029,72.5,1999-03-23,0.0,100882.0,296.8,81
433637,25.0,69.375,1999-03-23,0.0,100882.0,298.3,81
589235,23.80920029,77.5,1999-03-23,0.0,100882.0,293.9,81
225933,25.0,70.0,1999-03-23,0.0,100905.0,298.2,81
96418,30.0,77.5,1999-03-23,0.0,101215.0,291.99,81
70515,30.0,75.0,1999-03-23,0.0,101080.0,295.09998,81
329905,30.0,69.375,1999-03-23,0.0,101080.0,291.49,81
122321,27.5,70.0,1999-03-23,0.0,100855.0,295.75,81
251836,25.0,72.5,1999-03-23,0.0,101030.0,296.49,81
174127,27.5,75.0,1999-03-23,0.0,100792.0,293.59998,81
615168,23.80920029,78.75,1999-03-23,0.0,100792.0,292.95,81
485503,23.80920029,69.375,1999-03-23,0.0,100792.0,298.49,81
44612,30.0,72.5,1999-03-23,0.0,100872.0,295.7,81
355838,30.0,78.75,1999-03-23,0.0,100872.0,284.59998,81
