,Date,FrontChange,SMB,RU,ME,AT,SST,PT,glacierID,glacierName,latitude,longitude
0,31/01/2015,0,1.7196994033333333,1.7244506e-21,0,-11.19219333,0.8826464,0.8739418,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
1,28/02/2015,2.682843355,3.9520693280000003,7.540112674e-05,0.32481143,-12.58319368,0.53435683,0.54634184,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
2,31/03/2015,-7.622823582,3.852935002,0.000128438,0.215690897,-10.1434427,0.75324005,0.73357826,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
3,30/04/2015,-9.095707752,1.8994951698307692,1.724503076923077e-21,0.1304579076923077,-9.786521946,0.69806236,0.8373451,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
4,31/05/2015,-43.78495533,0.918450686,1.7245994e-21,0.693541875,-7.886095323,0.82054895,1.5830159,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
6,31/07/2015,-60.90775935,-18.38943743,19.019388928571427,20.114603499999998,1.8466621214285712,4.588219,3.9401653,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
7,31/08/2015,-25.91984879,-16.53406733,20.727776833333333,18.554932791666666,2.2014606141666664,4.254299,4.5601153,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
8,30/09/2015,-17.15646913,0.8157117212727272,1.293362886909091,1.6934550973272728,-1.58940902,3.299783,3.8985636,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
9,31/10/2015,28.249893568643074,0.7383891250909091,0.6736230530699999,0.3935291205172727,-5.602407764,2.7080688,2.7804003,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
10,30/11/2015,110.08041381564362,0.6041860066666667,0.000808172,0,-11.41936745,1.3349208,1.4571059,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
11,31/12/2015,160.4932373,0.785897656,0.000779383,0,-15.50913506,0.9596897,1.0703937,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
12,31/01/2016,207.28956640708873,2.1052675766666664,0.22333964163833334,0.572161751,-10.07964572,1.566591,1.5609007,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
13,29/02/2016,280.6301510735573,1.5243527870000002,0.459254922,0.760192918,-10.51251467,1.0491222,1.0381314,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
14,31/03/2016,356.20086000917945,0.4955737352000001,0.28410779,0.379293096,-16.67939202,1.0706071,1.054467,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
15,30/04/2016,334.1206864101538,0.038597874,7.4298805e-07,0.000779122,-16.01955,0.96923715,0.9631224,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
17,30/06/2016,373.95452705855587,-10.3160559,10.4116856,11.42992975,-0.1845792,3.5954194,3.0432944,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
18,31/07/2016,373.6279675960627,-28.34076059,29.865292470588233,28.895877470588236,2.666404994117647,5.372539,4.136592,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
19,31/08/2016,499.03248757195354,-15.4992319,17.351671470588233,15.618415029411764,1.75254828,5.659746,4.773648,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
20,30/09/2016,644.0477640758492,-4.56507712,8.369583539904001,7.140530061,-0.031324587,4.690956,4.659758,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
21,31/10/2016,632.6164267,-2.150806618,8.460347676,8.139910264,-0.256193822,4.336028,4.3496213,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
22,30/11/2016,776.4832976784313,-1.440928974,4.796768252,1.5261109899999998,-3.17420645,4.0412025,4.0388293,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
23,31/12/2016,765.0724923523802,3.718157103333333,0.021903933333333334,2.2334194333333333,-7.203938367,3.0472271,3.0475554,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
24,31/01/2017,876.1815368370613,1.879798429,4.07655175e-05,0.075882354,-13.62381368,2.4695423,2.4673746,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
25,28/02/2017,873.2120633916448,3.897036563571429,0.3252722215257143,0.8723482046778069,-11.13512016,2.32655,2.2870426,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
26,31/03/2017,866.4433844961962,1.3899987527857145,1.7246838857142858e-21,0.007002874,-16.00117281,1.6685433,1.6786016,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
27,30/04/2017,800.1958763749163,1.36774616,0.008050146,0.253776064,-12.95012393,0.8604464,1.1176187,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
28,31/05/2017,702.9273801,0.358074206,0.408557987,0.798124003,-8.145108825,1.4971169,1.560275,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
29,30/06/2017,788.0516134213154,-11.3942719,12.752388400000001,13.6270877,0.365455338,2.763709,2.4996004,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
30,31/07/2017,806.3080706159504,-23.49674361,24.82003735652174,23.658783286956524,2.1803426017391305,5.721908,4.014162,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
31,31/08/2017,853.5414920509983,-16.28783408,18.575418523809525,16.16916781904762,1.7376547614285713,5.9418716,4.90699,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
32,30/09/2017,899.7782078479266,-14.53787687,18.072487827777778,14.016602755555557,2.0514574,5.3455057,5.1347694,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
33,31/10/2017,957.5605024550019,1.382214773846154,1.4066618123653845,1.3212811523076922,-3.239635503,4.671085,4.6714654,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
34,30/11/2017,1037.733341681524,1.918962217142857,0.079539504,0.3534460228571428,-5.995655243,2.7119517,2.7183468,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
35,31/12/2017,1057.338127291635,5.5032121499999995,0.24786824000000002,0.32133730000000005,-5.94225525,1.5595442,1.5628713,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
36,31/01/2018,1092.9175822044754,1.121117921,0.434722176,0.923932878,-10.69362725,0.77668136,0.77863485,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
37,28/02/2018,1103.1305052624416,0.828685203,0.460934466,1.496762011,-11.59296544,1.2724775,1.2575322,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
38,31/03/2018,1074.306807410228,0.330147328,0.017178659,0.768199099,-18.39835488,1.1316781,1.1298714,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
39,30/04/2018,1010.6953632045767,0.4051754216923077,0.26210497607692307,1.0763094692307693,-14.23787887,0.4417896,0.64247686,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
40,31/05/2018,1042.5495054698813,0.79403592,1.7245272e-21,0,-5.175199,1.448782,1.3422061,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
41,30/06/2018,1044.3750140280545,-10.28926592,11.425977916407144,12.650863375714284,0.14211895285714285,3.037402,2.624422,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
42,31/07/2018,1077.3784767480333,-31.259424,37.81950841176471,31.974332294117644,2.701268194117647,4.5898275,3.7760236,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
43,31/08/2018,1087.0574716141941,-14.05432928,16.05392482,14.840449312499999,1.407007744,5.284397,4.3547053,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
44,30/09/2018,1121.4336947147476,-3.72664971,6.020059688571429,4.081362635714286,-2.844753784,4.6010637,4.372039,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
45,31/10/2018,1137.6624236155876,1.336035996,0.6339373281818181,0.6303409972727273,-6.168052311,3.0458558,3.0638156,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
46,30/11/2018,1168.685073734482,1.030803876,1.724291966666667e-21,0,-9.737392833,2.835345,2.8218315,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
48,31/01/2019,1217.5999147075413,2.8456261722222225,1.7246396444444442e-21,0,-12.48007952,1.2537092,1.2542435,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
49,28/02/2019,1190.9979873596362,0.9095583842727273,1.7246453818181816e-21,0,-17.67990505,1.0496519,1.0344633,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
50,31/03/2019,1172.8405862748054,2.187534019,1.7246408875e-21,0,-18.10374524,0.6347042,0.6543733,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
51,30/04/2019,1151.0873636723363,1.432824605,1.7246304285714286e-21,0.1237974553656357,-6.808180307,1.0826496,1.0691382,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
52,31/05/2019,1151.4351860219067,0.38294967666222224,1.724565977777778e-21,0.2676352444444444,-8.291963556,1.5079631,1.500965,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
53,30/06/2019,1122.395318,-7.737328229,9.751493285714286,13.278199071428572,0.6376957866285714,2.6612074,2.2873886,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
54,31/07/2019,1121.1687614841248,-21.06867,21.94280622222222,20.951221722222222,2.3080972544444447,4.582521,3.4874191,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
55,31/08/2019,1170.9310711633098,-11.96796959,14.643500600000001,11.990791722222221,1.4157513922222222,5.2053733,4.1778274,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
56,30/09/2019,1196.149218946573,-2.923985788,4.200235122409091,2.6906626945454546,-2.379847427,4.19808,4.0999436,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
57,31/10/2019,1231.9899693154844,0.7452524912499999,0.004908694,0.115665113,-11.31838957,2.3639846,2.366656,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
58,30/11/2019,1243.3211670214919,2.0865562615999997,1.7245476600000004e-21,0,-11.30619524,0.33399802,0.5285154,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
59,31/12/2019,1283.2117337965506,0.615965404,1.7242738e-21,0,-16.5420931,-0.79817855,-0.3755996,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
62,31/03/2020,1250.0630154877667,0.020503025,0.000101471,0.107390815,-23.7484555,-0.30597168,0.06880023,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
63,30/04/2020,1201.0874553539893,-0.003378499,0.000861929,0.897587885,-13.07141668,0.26649082,0.2779338,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
64,31/05/2020,1209.8951019543579,-0.11249671,0.000857166,0.8924809,-11.380547,0.8758197,0.9514022,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
65,30/06/2020,1135.3933038143296,-11.66993325,12.331046749999999,15.795016,0.503606968,2.5161605,2.3565648,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
66,31/07/2020,1154.4001671882606,-22.908381,23.069561,24.8177575,2.2619904,4.4114804,3.433873,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
67,31/08/2020,1193.886323,-20.34234877,21.24950456666667,21.894207833333336,2.7685585883333332,5.2699337,4.3936667,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
68,30/09/2020,1263.2281075600822,-0.17368792,0.36717233,0,-5.9726934,4.185171,4.1823535,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
74,31/03/2021,1338.3653239430619,0.25056366,0.000461661,0.498256835,-15.9849055,0.7393878,0.74159163,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
75,30/04/2021,1360.251154891021,-0.36010793,0.2959408,0.46383676,-11.381445,-0.003975861,0.17723066,RGI60-07.00238,Storbreen,77.06905198971934,16.36252046306958
